Ename,Start,Peak,Goes_class,Derived_pos
gev_20110409_2301,2011/04/09 23:01:00,23:04:00,B5.0,N22E19(1186)
gev_20110410_0006,2011/04/10 00:06:00,00:10:00,B4.3,N22E20(1186)
gev_20110410_1606,2011/04/10 16:06:00,16:12:00,B5.1,N22E14()
gev_20110410_1753,2011/04/10 17:53:00,17:58:00,B4.4,N21E10(1186)
gev_20110411_0909,2011/04/11 09:09:00,09:15:00,B9.2,N06E88()
gev_20110411_1249,2011/04/11 12:49:00,13:00:00,B7.2,N12E32(1190)
gev_20110411_1553,2011/04/11 15:53:00,16:02:00,C1.2,N12E31(1190)
gev_20110411_1652,2011/04/11 16:52:00,16:57:00,B4.6,N14E30(1190)
gev_20110411_2025,2011/04/11 20:25:00,20:30:00,C1.8,N12E29(1190)
gev_20110411_2211,2011/04/11 22:11:00,22:24:00,B8.1,N14E27()
gev_20110411_2340,2011/04/11 23:40:00,23:45:00,C1.0,N12E24(1190)
gev_20110412_0340,2011/04/12 03:40:00,03:46:00,C1.7,N11E25(1190)
gev_20110412_0546,2011/04/12 05:46:00,06:07:00,C3.1,N09E88()
gev_20110412_1221,2011/04/12 12:21:00,12:25:00,C1.8,N09E88()
gev_20110412_1752,2011/04/12 17:52:00,17:58:00,B9.7,N11E88()
gev_20110407_0419,2011/04/07 04:19:00,04:30:00,C1.8,N12E88()
gev_20110407_0454,2011/04/07 04:54:00,04:59:00,C1.5,N12E88(1190)
gev_20110407_1625,2011/04/07 16:25:00,16:30:00,C1.5,N13E88(1190)
gev_20110408_1816,2011/04/08 18:16:00,18:24:00,B7.4,N16E21(1185)
gev_20110409_0040,2011/04/09 00:40:00,00:45:00,B8.0,N16E18(1185)
gev_20110409_0157,2011/04/09 01:57:00,02:02:00,B4.2,N15W68(1184)
gev_20110409_0357,2011/04/09 03:57:00,04:00:00,B4.4,N15W67(1184)
gev_20110409_1448,2011/04/09 14:48:00,15:45:00,C1.3,N15W73(1184)
gev_20110409_2301,2011/04/09 23:01:00,23:04:00,B5.0,N22E19(1186)
gev_20110410_0006,2011/04/10 00:06:00,00:10:00,B4.3,N22E20(1186)
gev_20110410_1606,2011/04/10 16:06:00,16:12:00,B5.1,N22E14()
gev_20110410_1753,2011/04/10 17:53:00,17:58:00,B4.4,N21E10(1186)
gev_20110411_0909,2011/04/11 09:09:00,09:15:00,B9.2,N06E88(1191)
gev_20110411_1249,2011/04/11 12:49:00,13:00:00,B7.2,N12E32(1190)
gev_20110411_1553,2011/04/11 15:53:00,16:02:00,C1.2,N12E31(1190)
gev_20110411_1652,2011/04/11 16:52:00,16:57:00,B4.6,N14E30(1190)
gev_20110411_2025,2011/04/11 20:25:00,20:30:00,C1.8,N12E29(1190)
gev_20110411_2211,2011/04/11 22:11:00,22:24:00,B8.1,N14E27()
gev_20110411_2340,2011/04/11 23:40:00,23:45:00,C1.0,N12E24(1190)
gev_20110412_0340,2011/04/12 03:40:00,03:46:00,C1.7,N11E25(1190)
gev_20110412_0546,2011/04/12 05:46:00,06:07:00,C3.1,N09E88()
gev_20110412_1221,2011/04/12 12:21:00,12:25:00,C1.8,N09E88()
gev_20110412_1752,2011/04/12 17:52:00,17:58:00,B9.7,N11E88()
gev_20110413_0321,2011/04/13 03:21:00,03:30:00,C1.9,N09E76()
gev_20110413_0625,2011/04/13 06:25:00,06:28:00,C2.2,N15E79(1191)
gev_20110413_0755,2011/04/13 07:55:00,07:59:00,C1.2,N17E87()
gev_20110413_0829,2011/04/13 08:29:00,08:32:00,C1.0,N14E07(1190)
gev_20110413_1037,2011/04/13 10:37:00,10:41:00,C1.4,N14E78()
gev_20110413_1312,2011/04/13 13:12:00,13:15:00,C1.2,N15E82()
gev_20110413_1437,2011/04/13 14:37:00,14:47:00,C1.2,N13E06(1190)
gev_20110413_1602,2011/04/13 16:02:00,16:06:00,C1.1,N13E04(1190)
gev_20110410_0006,2011/04/10 00:06:00,00:10:00,B4.3,N22E20(1186)
gev_20110410_1606,2011/04/10 16:06:00,16:12:00,B5.1,N22E14()
gev_20110410_1753,2011/04/10 17:53:00,17:58:00,B4.4,N21E10(1186)
gev_20110411_0909,2011/04/11 09:09:00,09:15:00,B9.2,N06E88()
gev_20110411_1249,2011/04/11 12:49:00,13:00:00,B7.2,N12E32(1190)
gev_20110411_1553,2011/04/11 15:53:00,16:02:00,C1.2,N12E31(1190)
gev_20110411_1652,2011/04/11 16:52:00,16:57:00,B4.6,N14E30(1190)
gev_20110411_2025,2011/04/11 20:25:00,20:30:00,C1.8,N12E29(1190)
gev_20110411_2211,2011/04/11 22:11:00,22:24:00,B8.1,N14E27(1190)
gev_20110411_2340,2011/04/11 23:40:00,23:45:00,C1.0,N12E24(1190)
gev_20110412_0340,2011/04/12 03:40:00,03:46:00,C1.7,N11E25(1190)
gev_20110412_0546,2011/04/12 05:46:00,06:07:00,C3.1,N09E88()
gev_20110412_1221,2011/04/12 12:21:00,12:25:00,C1.8,N09E88()
gev_20110412_1752,2011/04/12 17:52:00,17:58:00,B9.7,N11E88()
gev_20110413_0321,2011/04/13 03:21:00,03:30:00,C1.9,N09E76()
gev_20110413_0625,2011/04/13 06:25:00,06:28:00,C2.2,N15E79(1193)
gev_20110413_0755,2011/04/13 07:55:00,07:59:00,C1.2,N17E87(1193)
gev_20110413_0829,2011/04/13 08:29:00,08:32:00,C1.0,N14E07(1190)
gev_20110413_1037,2011/04/13 10:37:00,10:41:00,C1.4,N14E78(1193)
gev_20110413_1312,2011/04/13 13:12:00,13:15:00,C1.2,N15E82(1193)
gev_20110413_1437,2011/04/13 14:37:00,14:47:00,C1.2,N13E06(1190)
gev_20110413_1602,2011/04/13 16:02:00,16:07:00,C1.1,N13E04(1190)
gev_20110414_0520,2011/04/14 05:20:00,05:27:00,C4.9,N15E70(1193)
gev_20110414_0615,2011/04/14 06:15:00,06:18:00,B8.5,N11W05()
gev_20110414_0656,2011/04/14 06:56:00,07:00:00,C1.6,N17E72(1193)
gev_20110414_0938,2011/04/14 09:38:00,09:44:00,C2.3,N12W05(1190)
gev_20110414_1226,2011/04/14 12:26:00,12:29:00,C1.6,N14W56(1185)
gev_20110414_1521,2011/04/14 15:21:00,15:27:00,C2.4,N13W07(1190)
gev_20110414_1707,2011/04/14 17:07:00,17:10:00,C1.1,N15W06()
gev_20110414_1837,2011/04/14 18:37:00,18:40:00,B9.8,N16W06()
gev_20110414_1856,2011/04/14 18:56:00,18:59:00,B8.2,N12W11(1190)
gev_20110414_1957,2011/04/14 19:57:00,20:00:00,B8.0,N11W13()
gev_20110414_2017,2011/04/14 20:17:00,20:20:00,B9.3,N12W12(1190)
gev_20110414_2111,2011/04/14 21:11:00,21:15:00,C1.1,N13W12(1190)
gev_20110411_2211,2011/04/11 22:11:00,22:24:00,B8.1,N14E27(1190)
gev_20110411_2340,2011/04/11 23:40:00,23:45:00,C1.0,N12E24(1190)
gev_20110412_0340,2011/04/12 03:40:00,03:46:00,C1.7,N11E25()
gev_20110412_0546,2011/04/12 05:46:00,06:07:00,C3.1,N09E88()
gev_20110412_1221,2011/04/12 12:21:00,12:25:00,C1.8,N09E88()
gev_20110412_1752,2011/04/12 17:52:00,17:58:00,B9.7,N11E88()
gev_20110413_0321,2011/04/13 03:21:00,03:30:00,C1.9,N09E76()
gev_20110413_0625,2011/04/13 06:25:00,06:28:00,C2.2,N15E79(1193)
gev_20110413_0755,2011/04/13 07:55:00,07:59:00,C1.2,N17E87(1193)
gev_20110413_0829,2011/04/13 08:29:00,08:32:00,C1.0,N14E07(1190)
gev_20110413_1037,2011/04/13 10:37:00,10:41:00,C1.4,N14E78(1193)
gev_20110413_1312,2011/04/13 13:12:00,13:15:00,C1.2,N15E82(1193)
gev_20110413_1437,2011/04/13 14:37:00,14:47:00,C1.2,N13E06(1190)
gev_20110413_1602,2011/04/13 16:02:00,16:07:00,C1.1,N13E04(1190)
gev_20110414_0520,2011/04/14 05:20:00,05:27:00,C4.9,N15E70(1193)
gev_20110414_0615,2011/04/14 06:15:00,06:18:00,B8.5,N11W05(1190)
gev_20110414_0656,2011/04/14 06:56:00,07:00:00,C1.6,N17E72(1193)
gev_20110414_0938,2011/04/14 09:38:00,09:44:00,C2.3,N12W05(1190)
gev_20110414_1226,2011/04/14 12:26:00,12:29:00,C1.6,N14W56(1185)
gev_20110414_1521,2011/04/14 15:21:00,15:27:00,C2.4,N13W07(1190)
gev_20110414_1707,2011/04/14 17:07:00,17:10:00,C1.1,N15W06()
gev_20110414_1837,2011/04/14 18:37:00,18:40:00,B9.8,N16W06()
gev_20110414_1856,2011/04/14 18:56:00,18:59:00,B8.2,N12W11(1190)
gev_20110414_1957,2011/04/14 19:57:00,20:00:00,B8.0,N11W13(1190)
gev_20110414_2017,2011/04/14 20:17:00,20:20:00,B9.3,N12W12(1190)
gev_20110414_2111,2011/04/14 21:11:00,21:18:00,C1.1,N13W12(1190)
gev_20110415_0343,2011/04/15 03:43:00,03:45:00,C1.8,N12W17(1190)
gev_20110415_0437,2011/04/15 04:37:00,04:41:00,C1.3,N12W17(1190)
gev_20110415_0910,2011/04/15 09:10:00,09:15:00,C1.3,N12W19(1190)
gev_20110415_1129,2011/04/15 11:29:00,11:30:00,C1.9,N12W22(1190)
gev_20110415_1347,2011/04/15 13:47:00,13:50:00,C2.8,N11W23(1190)
gev_20110415_1442,2011/04/15 14:42:00,14:45:00,C2.0,N13W24(1190)
gev_20110415_1608,2011/04/15 16:08:00,16:14:00,C1.6,N12W25(1190)
gev_20110415_1702,2011/04/15 17:02:00,17:12:00,M1.3,N13W24(1190)
gev_20110414_0520,2011/04/14 05:20:00,05:27:00,C4.9,N15E70(1193)
gev_20110414_0615,2011/04/14 06:15:00,06:18:00,B8.5,N11W05()
gev_20110414_0656,2011/04/14 06:56:00,07:00:00,C1.6,N17E72(1193)
gev_20110414_0938,2011/04/14 09:38:00,09:44:00,C2.3,N12W05(1190)
gev_20110414_1226,2011/04/14 12:26:00,12:29:00,C1.6,N14W56(1185)
gev_20110414_1521,2011/04/14 15:21:00,15:27:00,C2.4,N13W07(1190)
gev_20110414_1707,2011/04/14 17:07:00,17:10:00,C1.1,N15W06()
gev_20110414_1837,2011/04/14 18:37:00,18:40:00,B9.8,N16W06()
gev_20110414_1856,2011/04/14 18:56:00,18:59:00,B8.2,N12W11(1190)
gev_20110414_1957,2011/04/14 19:57:00,20:00:00,B8.0,N11W13()
gev_20110414_2017,2011/04/14 20:17:00,20:20:00,B9.3,N12W12(1190)
gev_20110414_2111,2011/04/14 21:11:00,21:18:00,C1.1,N13W12(1190)
gev_20110415_0243,2011/04/15 02:43:00,02:47:00,B8.8,N13W13(1190)
gev_20110415_0343,2011/04/15 03:43:00,03:45:00,C1.8,N12W17()
gev_20110415_0437,2011/04/15 04:37:00,04:41:00,C1.3,N12W17()
gev_20110415_0809,2011/04/15 08:09:00,08:11:00,C1.1,N12W20()
gev_20110415_0910,2011/04/15 09:10:00,09:15:00,C1.3,N12W19(1190)
gev_20110415_1129,2011/04/15 11:29:00,11:30:00,C1.9,N12W22()
gev_20110415_1347,2011/04/15 13:47:00,13:50:00,C2.8,N11W23()
gev_20110415_1442,2011/04/15 14:42:00,14:45:00,C2.0,N13W24()
gev_20110415_1608,2011/04/15 16:08:00,16:14:00,C1.6,N12W25()
gev_20110415_1702,2011/04/15 17:02:00,17:12:00,M1.3,N13W24(1190)
gev_20110415_2233,2011/04/15 22:33:00,22:36:00,C1.8,N12W29()
gev_20110416_0034,2011/04/16 00:34:00,00:45:00,C5.2,N13W29(1190)
gev_20110416_0154,2011/04/16 01:54:00,02:01:00,C1.4,N17E44(1193)
gev_20110416_0231,2011/04/16 02:31:00,02:38:00,C1.6,N13W31()
gev_20110416_0401,2011/04/16 04:01:00,04:08:00,C1.4,N14W79(1185)
gev_20110416_0526,2011/04/16 05:26:00,05:30:00,C3.5,N12W32()
gev_20110416_0606,2011/04/16 06:06:00,06:15:00,C1.7,N17W83()
gev_20110416_0900,2011/04/16 09:00:00,09:07:00,C1.8,N18W87()
gev_20110416_1032,2011/04/16 10:32:00,10:36:00,B9.4,N17W87()
gev_20110416_1351,2011/04/16 13:51:00,14:00:00,C5.0,N13W35(1190)
gev_20110416_1611,2011/04/16 16:11:00,16:14:00,B6.8,N06E24(1191)
gev_20110416_1634,2011/04/16 16:34:00,16:38:00,C3.7,N19W87()
gev_20110416_1959,2011/04/16 19:59:00,20:17:00,C1.0,N17W87()
gev_20110416_2052,2011/04/16 20:52:00,21:02:00,B9.0,N14E33(1193)
gev_20110414_0938,2011/04/14 09:38:00,09:44:00,C2.3,N12W05(1190)
gev_20110414_1226,2011/04/14 12:26:00,12:29:00,C1.6,N14W56(1185)
gev_20110414_1521,2011/04/14 15:21:00,15:27:00,C2.4,N13W07(1190)
gev_20110414_1707,2011/04/14 17:07:00,17:10:00,C1.1,N15W06()
gev_20110414_1837,2011/04/14 18:37:00,18:40:00,B9.8,N16W06()
gev_20110414_1856,2011/04/14 18:56:00,18:59:00,B8.2,N12W11(1190)
gev_20110414_1957,2011/04/14 19:57:00,20:00:00,B8.0,N11W13()
gev_20110414_2017,2011/04/14 20:17:00,20:20:00,B9.3,N12W12(1190)
gev_20110414_2111,2011/04/14 21:11:00,21:18:00,C1.1,N13W12(1190)
gev_20110415_0243,2011/04/15 02:43:00,02:47:00,B8.8,N13W13(1190)
gev_20110415_0343,2011/04/15 03:43:00,03:45:00,C1.8,N12W17(1190)
gev_20110415_0437,2011/04/15 04:37:00,04:41:00,C1.3,N12W17()
gev_20110415_0809,2011/04/15 08:09:00,08:11:00,C1.1,N12W20()
gev_20110415_0910,2011/04/15 09:10:00,09:15:00,C1.3,N12W19(1190)
gev_20110415_1129,2011/04/15 11:29:00,11:30:00,C1.9,N12W22()
gev_20110415_1347,2011/04/15 13:47:00,13:50:00,C2.8,N11W23()
gev_20110415_1442,2011/04/15 14:42:00,14:45:00,C2.0,N13W24()
gev_20110415_1608,2011/04/15 16:08:00,16:14:00,C1.6,N12W25()
gev_20110415_1702,2011/04/15 17:02:00,17:12:00,M1.3,N13W24(1190)
gev_20110415_2233,2011/04/15 22:33:00,22:36:00,C1.8,N12W29()
gev_20110416_0034,2011/04/16 00:34:00,00:45:00,C5.2,N13W29(1190)
gev_20110416_0154,2011/04/16 01:54:00,02:01:00,C1.4,N17E44(1193)
gev_20110416_0231,2011/04/16 02:31:00,02:38:00,C1.6,N13W31()
gev_20110416_0401,2011/04/16 04:01:00,04:08:00,C1.4,N14W79(1185)
gev_20110416_0526,2011/04/16 05:26:00,05:30:00,C3.5,N12W32()
gev_20110416_0606,2011/04/16 06:06:00,06:15:00,C1.7,N17W83()
gev_20110416_0900,2011/04/16 09:00:00,09:07:00,C1.8,N18W87()
gev_20110416_1032,2011/04/16 10:32:00,10:36:00,B9.4,N17W87()
gev_20110416_1351,2011/04/16 13:51:00,14:00:00,C5.0,N13W35(1190)
gev_20110416_1611,2011/04/16 16:11:00,16:14:00,B6.8,N06E24()
gev_20110416_1634,2011/04/16 16:34:00,16:38:00,C3.7,N19W87()
gev_20110416_1959,2011/04/16 19:59:00,20:17:00,C1.0,N17W87()
gev_20110416_2052,2011/04/16 20:52:00,21:02:00,B9.0,N14E33(1193)
gev_20110416_2316,2011/04/16 23:16:00,23:25:00,C1.7,N17W87()
gev_20110417_0538,2011/04/17 05:38:00,05:41:00,B7.1,N12W46()
gev_20110417_0802,2011/04/17 08:02:00,08:06:00,B8.0,N17W87()
gev_20110417_1408,2011/04/17 14:08:00,14:15:00,C1.4,N18W87()
gev_20110417_1529,2011/04/17 15:29:00,15:40:00,B7.4,N16W88()
gev_20110417_1629,2011/04/17 16:29:00,16:49:00,B7.2,N16W88()
gev_20110417_1900,2011/04/17 19:00:00,19:18:00,C1.3,S19E88()
gev_20110414_1957,2011/04/14 19:57:00,20:00:00,B8.0,N11W13(1190)
gev_20110414_2017,2011/04/14 20:17:00,20:20:00,B9.3,N12W12(1190)
gev_20110414_2111,2011/04/14 21:11:00,21:18:00,C1.1,N13W12(1190)
gev_20110415_0243,2011/04/15 02:43:00,02:47:00,B8.8,N13W13(1190)
gev_20110415_0343,2011/04/15 03:43:00,03:45:00,C1.8,N12W17(1190)
gev_20110415_0437,2011/04/15 04:37:00,04:41:00,C1.3,N12W17(1190)
gev_20110415_0809,2011/04/15 08:09:00,08:11:00,C1.1,N12W20(1190)
gev_20110415_0910,2011/04/15 09:10:00,09:15:00,C1.3,N12W19(1190)
gev_20110415_1129,2011/04/15 11:29:00,11:30:00,C1.9,N12W22()
gev_20110415_1347,2011/04/15 13:47:00,13:50:00,C2.8,N11W23()
gev_20110415_1442,2011/04/15 14:42:00,14:45:00,C2.0,N13W24(1190)
gev_20110415_1608,2011/04/15 16:08:00,16:14:00,C1.6,N12W25()
gev_20110415_1702,2011/04/15 17:02:00,17:12:00,M1.3,N13W24(1190)
gev_20110415_2233,2011/04/15 22:33:00,22:36:00,C1.8,N12W29()
gev_20110416_0034,2011/04/16 00:34:00,00:45:00,C5.2,N13W29(1190)
gev_20110416_0154,2011/04/16 01:54:00,02:01:00,C1.4,N17E44(1193)
gev_20110416_0231,2011/04/16 02:31:00,02:38:00,C1.6,N13W31(1190)
gev_20110416_0401,2011/04/16 04:01:00,04:08:00,C1.4,N14W79()
gev_20110416_0526,2011/04/16 05:26:00,05:30:00,C3.5,N12W32()
gev_20110416_0606,2011/04/16 06:06:00,06:15:00,C1.7,N17W83()
gev_20110416_0900,2011/04/16 09:00:00,09:07:00,C1.8,N18W87()
gev_20110416_1032,2011/04/16 10:32:00,10:36:00,B9.4,N17W87()
gev_20110416_1351,2011/04/16 13:51:00,14:00:00,C5.0,N13W35(1190)
gev_20110416_1611,2011/04/16 16:11:00,16:14:00,B6.8,N06E24()
gev_20110416_1634,2011/04/16 16:34:00,16:38:00,C3.7,N19W87(1185)
gev_20110416_1959,2011/04/16 19:59:00,20:17:00,C1.0,N17W87(1185)
gev_20110416_2052,2011/04/16 20:52:00,21:02:00,B9.0,N14E33(1193)
gev_20110416_2316,2011/04/16 23:16:00,23:25:00,C1.7,N17W87(1185)
gev_20110417_0538,2011/04/17 05:38:00,05:41:00,B7.1,N12W46()
gev_20110417_0802,2011/04/17 08:02:00,08:06:00,B8.0,N17W87()
gev_20110417_1408,2011/04/17 14:08:00,14:15:00,C1.4,N18W87()
gev_20110417_1529,2011/04/17 15:29:00,15:40:00,B7.4,N16W88()
gev_20110417_1629,2011/04/17 16:29:00,16:49:00,B7.2,N16W88()
gev_20110417_1900,2011/04/17 19:00:00,19:18:00,C1.3,S19E88()
gev_20110418_0235,2011/04/18 02:35:00,02:43:00,C1.8,N13E12()
gev_20110418_0318,2011/04/18 03:18:00,04:03:00,C1.8,N26W87()
gev_20110418_1052,2011/04/18 10:52:00,10:56:00,B6.6,N16E16()
gev_20110418_1556,2011/04/18 15:56:00,16:02:00,B9.7,N16E13()
gev_20110418_1855,2011/04/18 18:55:00,19:02:00,C1.5,N16E11()
gev_20110418_1917,2011/04/18 19:17:00,19:24:00,C1.0,S15E88()
gev_20110415_0437,2011/04/15 04:37:00,04:41:00,C1.3,N12W17(1190)
gev_20110415_0809,2011/04/15 08:09:00,08:11:00,C1.1,N12W20(1190)
gev_20110415_0910,2011/04/15 09:10:00,09:15:00,C1.3,N12W19(1190)
gev_20110415_1129,2011/04/15 11:29:00,11:30:00,C1.9,N12W22()
gev_20110415_1347,2011/04/15 13:47:00,13:50:00,C2.8,N11W23()
gev_20110415_1442,2011/04/15 14:42:00,14:45:00,C2.0,N13W24(1190)
gev_20110415_1608,2011/04/15 16:08:00,16:14:00,C1.6,N12W25()
gev_20110415_1702,2011/04/15 17:02:00,17:12:00,M1.3,N13W24(1190)
gev_20110415_2233,2011/04/15 22:33:00,22:36:00,C1.8,N12W29()
gev_20110416_0034,2011/04/16 00:34:00,00:45:00,C5.2,N13W29(1190)
gev_20110416_0154,2011/04/16 01:54:00,02:01:00,C1.4,N17E44(1193)
gev_20110416_0231,2011/04/16 02:31:00,02:38:00,C1.6,N13W31(1190)
gev_20110416_0401,2011/04/16 04:01:00,04:08:00,C1.4,N14W79(1185)
gev_20110416_0526,2011/04/16 05:26:00,05:30:00,C3.5,N12W32(1190)
gev_20110416_0606,2011/04/16 06:06:00,06:15:00,C1.7,N17W83()
gev_20110416_0900,2011/04/16 09:00:00,09:07:00,C1.8,N18W87()
gev_20110416_1032,2011/04/16 10:32:00,10:36:00,B9.4,N17W87()
gev_20110416_1351,2011/04/16 13:51:00,14:00:00,C5.0,N13W35(1190)
gev_20110416_1611,2011/04/16 16:11:00,16:14:00,B6.8,N06E24(1191)
gev_20110416_1634,2011/04/16 16:34:00,16:38:00,C3.7,N19W87()
gev_20110416_1959,2011/04/16 19:59:00,20:17:00,C1.0,N17W87()
gev_20110416_2052,2011/04/16 20:52:00,21:02:00,B9.0,N14E33(1193)
gev_20110416_2316,2011/04/16 23:16:00,23:25:00,C1.7,N17W87()
gev_20110417_0538,2011/04/17 05:38:00,05:41:00,B7.1,N12W46()
gev_20110417_0802,2011/04/17 08:02:00,08:06:00,B8.0,N17W87()
gev_20110417_1408,2011/04/17 14:08:00,14:15:00,C1.4,N18W87()
gev_20110417_1529,2011/04/17 15:29:00,15:40:00,B7.4,N16W88()
gev_20110417_1629,2011/04/17 16:29:00,16:49:00,B7.2,N16W88()
gev_20110417_1900,2011/04/17 19:00:00,19:18:00,C1.3,S19E88()
gev_20110418_0235,2011/04/18 02:35:00,02:43:00,C1.8,N13E12(1193)
gev_20110418_0318,2011/04/18 03:18:00,04:03:00,C1.8,N26W87()
gev_20110418_0332,2011/04/18 03:32:00,03:48:00,C1.8,N26W87()
gev_20110418_1052,2011/04/18 10:52:00,10:56:00,B6.6,N16E16(1193)
gev_20110418_1556,2011/04/18 15:56:00,16:02:00,B9.7,N16E13(1193)
gev_20110418_1855,2011/04/18 18:55:00,19:02:00,C1.5,N16E11(1193)
gev_20110418_1917,2011/04/18 19:17:00,19:24:00,C1.0,S15E88()
gev_20110418_2312,2011/04/18 23:12:00,23:15:00,B7.6,N11W65(1190)
gev_20110419_0234,2011/04/19 02:34:00,02:37:00,B7.8,N10W67()
gev_20110419_0508,2011/04/19 05:08:00,05:12:00,C1.0,N18W00(1193)
gev_20110419_1116,2011/04/19 11:16:00,11:20:00,B9.0,N17E00(1193)
gev_20110415_1442,2011/04/15 14:42:00,14:45:00,C2.0,N13W24(1190)
gev_20110415_1608,2011/04/15 16:08:00,16:14:00,C1.6,N12W25(1190)
gev_20110415_1702,2011/04/15 17:02:00,17:12:00,M1.3,N13W24(1190)
gev_20110415_2233,2011/04/15 22:33:00,22:36:00,C1.8,N12W29(1190)
gev_20110416_0034,2011/04/16 00:34:00,00:45:00,C5.2,N13W29(1190)
gev_20110416_0154,2011/04/16 01:54:00,02:01:00,C1.4,N17E44(1193)
gev_20110416_0231,2011/04/16 02:31:00,02:38:00,C1.6,N13W31(1190)
gev_20110416_0401,2011/04/16 04:01:00,04:08:00,C1.4,N14W79(1185)
gev_20110416_0526,2011/04/16 05:26:00,05:30:00,C3.5,N12W32(1190)
gev_20110416_0606,2011/04/16 06:06:00,06:15:00,C1.7,N17W83()
gev_20110416_0900,2011/04/16 09:00:00,09:07:00,C1.8,N18W87()
gev_20110416_1032,2011/04/16 10:32:00,10:36:00,B9.4,N17W87()
gev_20110416_1351,2011/04/16 13:51:00,14:00:00,C5.0,N13W35(1190)
gev_20110416_1611,2011/04/16 16:11:00,16:14:00,B6.8,N06E24()
gev_20110416_1634,2011/04/16 16:34:00,16:38:00,C3.7,N19W87()
gev_20110416_1959,2011/04/16 19:59:00,20:17:00,C1.0,N17W87()
gev_20110416_2052,2011/04/16 20:52:00,21:02:00,B9.0,N14E33(1193)
gev_20110416_2316,2011/04/16 23:16:00,23:25:00,C1.7,N17W87()
gev_20110417_0538,2011/04/17 05:38:00,05:41:00,B7.1,N12W46(1190)
gev_20110417_0802,2011/04/17 08:02:00,08:06:00,B8.0,N17W87()
gev_20110417_1408,2011/04/17 14:08:00,14:15:00,C1.4,N18W87()
gev_20110417_1529,2011/04/17 15:29:00,15:40:00,B7.4,N16W88()
gev_20110417_1629,2011/04/17 16:29:00,16:49:00,B7.2,N16W88()
gev_20110417_1900,2011/04/17 19:00:00,19:18:00,C1.3,S19E88()
gev_20110418_0235,2011/04/18 02:35:00,02:43:00,C1.8,N13E12(1193)
gev_20110418_0318,2011/04/18 03:18:00,04:03:00,C1.8,N26W87()
gev_20110418_0332,2011/04/18 03:32:00,03:48:00,C1.8,N26W87()
gev_20110418_1052,2011/04/18 10:52:00,10:56:00,B6.6,N16E16(1193)
gev_20110418_1556,2011/04/18 15:56:00,16:02:00,B9.7,N16E13(1193)
gev_20110418_1855,2011/04/18 18:55:00,19:02:00,C1.5,N16E11(1193)
gev_20110418_1917,2011/04/18 19:17:00,19:24:00,C1.0,S15E88(1195)
gev_20110418_2312,2011/04/18 23:12:00,23:15:00,B7.6,N11W65(1190)
gev_20110419_0234,2011/04/19 02:34:00,02:37:00,B7.8,N10W67(1190)
gev_20110419_0508,2011/04/19 05:08:00,05:12:00,C1.0,N18W00(1193)
gev_20110419_1116,2011/04/19 11:16:00,11:20:00,B9.0,N17E00(1193)
gev_20110420_0346,2011/04/20 03:46:00,04:31:00,C1.0,S15E69(1195)
gev_20110420_0924,2011/04/20 09:24:00,09:28:00,B6.7,N17W18(1193)
gev_20110420_1307,2011/04/20 13:07:00,13:11:00,B8.5,S15E61(1195)
gev_20110420_1738,2011/04/20 17:38:00,18:36:00,C1.5,N18W13(1193)
gev_20110420_1930,2011/04/20 19:30:00,19:31:00,C4.0,S23E82()
gev_20110416_0231,2011/04/16 02:31:00,02:38:00,C1.6,N13W31()
gev_20110416_0401,2011/04/16 04:01:00,04:08:00,C1.4,N14W79(1185)
gev_20110416_0526,2011/04/16 05:26:00,05:30:00,C3.5,N12W32()
gev_20110416_0606,2011/04/16 06:06:00,06:15:00,C1.7,N17W83()
gev_20110416_0900,2011/04/16 09:00:00,09:07:00,C1.8,N18W87()
gev_20110416_1032,2011/04/16 10:32:00,10:36:00,B9.4,N17W87()
gev_20110416_1351,2011/04/16 13:51:00,14:00:00,C5.0,N13W35()
gev_20110416_1611,2011/04/16 16:11:00,16:14:00,B6.8,N06E24()
gev_20110416_1634,2011/04/16 16:34:00,16:38:00,C3.7,N19W87()
gev_20110416_1959,2011/04/16 19:59:00,20:17:00,C1.0,N17W87()
gev_20110416_2052,2011/04/16 20:52:00,21:02:00,B9.0,N14E33(1193)
gev_20110416_2316,2011/04/16 23:16:00,23:25:00,C1.7,N17W87()
gev_20110417_0538,2011/04/17 05:38:00,05:41:00,B7.1,N12W46()
gev_20110417_0802,2011/04/17 08:02:00,08:06:00,B8.0,N17W87()
gev_20110417_1408,2011/04/17 14:08:00,14:15:00,C1.4,N18W87()
gev_20110417_1529,2011/04/17 15:29:00,15:40:00,B7.4,N16W88()
gev_20110417_1629,2011/04/17 16:29:00,16:49:00,B7.2,N16W88()
gev_20110417_1900,2011/04/17 19:00:00,19:18:00,C1.3,S19E88()
gev_20110418_0235,2011/04/18 02:35:00,02:43:00,C1.8,N13E12(1193)
gev_20110418_0318,2011/04/18 03:18:00,04:03:00,C1.8,N26W87()
gev_20110418_0332,2011/04/18 03:32:00,03:48:00,C1.8,N26W87()
gev_20110418_1052,2011/04/18 10:52:00,10:56:00,B6.6,N16E16(1193)
gev_20110418_1556,2011/04/18 15:56:00,16:02:00,B9.7,N16E13(1193)
gev_20110418_1855,2011/04/18 18:55:00,19:02:00,C1.5,N16E11(1193)
gev_20110418_1917,2011/04/18 19:17:00,19:24:00,C1.0,S15E88(1195)
